name,fullName,parkCode,parkID,designation,description,latitude,longitude,city,stateCode,postalCode,exceptionType,startDate,endDate
Boston African American,Boston African American National Historic Site,boaf,87F00684-8E1F-4E12-B463-2B5B929A0C74,National Historic Site,"Centered on the north slope of Beacon Hill, the African American community of 1800s Boston led the city and the nation in the fight against slavery and injustice. These remarkable men and women, together with their allies, were leaders in the Abolition Movement, the Underground Railroad, the Civil War, and the early struggle for equal rights and education.",42.35908295,-71.06764181,Charlestown,MA,02129,Christmas,2025-12-25,2025-12-25
Boston African American,Boston African American National Historic Site,boaf,87F00684-8E1F-4E12-B463-2B5B929A0C74,National Historic Site,"Centered on the north slope of Beacon Hill, the African American community of 1800s Boston led the city and the nation in the fight against slavery and injustice. These remarkable men and women, together with their allies, were leaders in the Abolition Movement, the Underground Railroad, the Civil War, and the early struggle for equal rights and education.",42.35908295,-71.06764181,Charlestown,MA,02129,New Year's Day,2026-01-01,2026-01-01
Boston Harbor Islands,Boston Harbor Islands National Recreation Area,boha,65E0DF4A-4082-4B48-93BD-5021987CDD7A,National Recreation Area,". . . where you can walk a Civil War-era fort, view historic lighthouses, explore tide pools, hike lush trails, camp under the stars, or relax while fishing, picnicking, or swimming—all within reach of downtown Boston. Youth programs, visitor services, research, wildlife management, and more are coordinated on the park's 34 islands and peninsulas by the Boston Harbor Islands Partnership.",42.30905526,-70.93941138,Charlestown,MA,02129,Winter,2025-10-15,2026-05-17
Boston,Boston National Historical Park,bost,81F81EBD-0FE7-4811-88EF-AB071E737D97,National Historical Park,"Discover how one city could be the Cradle of Liberty, site of the first major battle of American Revolution, and home to many who espoused that freedom can be extended to all.",42.36957407,-71.05536763,Charlestown,MA,02129,Roadwork,2026-09-14,2026-10-31
Boston,Boston National Historical Park,bost,81F81EBD-0FE7-4811-88EF-AB071E737D97,National Historical Park,"Discover how one city could be the Cradle of Liberty, site of the first major battle of American Revolution, and home to many who espoused that freedom can be extended to all.",42.36957407,-71.05536763,Charlestown,MA,02129,October No Overnight Parking,2026-10-16,2026-10-31
Boston,Boston National Historical Park,bost,81F81EBD-0FE7-4811-88EF-AB071E737D97,National Historical Park,"Discover how one city could be the Cradle of Liberty, site of the first major battle of American Revolution, and home to many who espoused that freedom can be extended to all.",42.36957407,-71.05536763,Charlestown,MA,02129,Thanksgiving Day,2025-11-27,2025-11-27
Boston,Boston National Historical Park,bost,81F81EBD-0FE7-4811-88EF-AB071E737D97,National Historical Park,"Discover how one city could be the Cradle of Liberty, site of the first major battle of American Revolution, and home to many who espoused that freedom can be extended to all.",42.36957407,-71.05536763,Charlestown,MA,02129,New Year's Day,2026-01-01,2026-01-01
Brown v. Board of Education,Brown v. Board of Education National Historical Park,brvb,E2F59F29-1F3A-43B9-A361-7E74E5FDDEB1,National Historical Park,"The path to equality has been anything but smooth. It's taken courage and dedication by everyday people coming together for a common goal to carry the country toward true equality. Parents, teachers, secretaries, welders, ministers, and students drove their communities, and the country along with them, toward justice in a series of often unsteady turns leading to the Brown v. Board decision.",39.03787665,-95.67614437,Topeka,KS,66612-1143,Thanksgiving Day,2025-11-27,2025-11-27
Brown v. Board of Education,Brown v. Board of Education National Historical Park,brvb,E2F59F29-1F3A-43B9-A361-7E74E5FDDEB1,National Historical Park,"The path to equality has been anything but smooth. It's taken courage and dedication by everyday people coming together for a common goal to carry the country toward true equality. Parents, teachers, secretaries, welders, ministers, and students drove their communities, and the country along with them, toward justice in a series of often unsteady turns leading to the Brown v. Board decision.",39.03787665,-95.67614437,Topeka,KS,66612-1143,Christmas Day,2025-12-25,2025-12-25
Brown v. Board of Education,Brown v. Board of Education National Historical Park,brvb,E2F59F29-1F3A-43B9-A361-7E74E5FDDEB1,National Historical Park,"The path to equality has been anything but smooth. It's taken courage and dedication by everyday people coming together for a common goal to carry the country toward true equality. Parents, teachers, secretaries, welders, ministers, and students drove their communities, and the country along with them, toward justice in a series of often unsteady turns leading to the Brown v. Board decision.",39.03787665,-95.67614437,Topeka,KS,66612-1143,New Year's Day,2026-01-01,2026-01-01
Cabrillo,Cabrillo National Monument,cabr,2DB09FB7-0408-44C9-8083-8F50039BD6DA,National Monument,"In 1542, Juan Rodriguez Cabrillo climbed out of his boat and onto shore, becoming the first European to set foot on what is now the West Coast of the United States. Cabrillo National Monument not only tells the story of this 16th-century exploration but also houses a wealth of cultural and natural resources. Join us and embark on your own Voyage of Exploration.",32.6722503,-117.2415985,San Diego,CA,92106,Thanksgiving,2025-11-27,2025-11-27
Cabrillo,Cabrillo National Monument,cabr,2DB09FB7-0408-44C9-8083-8F50039BD6DA,National Monument,"In 1542, Juan Rodriguez Cabrillo climbed out of his boat and onto shore, becoming the first European to set foot on what is now the West Coast of the United States. Cabrillo National Monument not only tells the story of this 16th-century exploration but also houses a wealth of cultural and natural resources. Join us and embark on your own Voyage of Exploration.",32.6722503,-117.2415985,San Diego,CA,92106,Christmas,2025-12-25,2025-12-25
Cabrillo,Cabrillo National Monument,cabr,2DB09FB7-0408-44C9-8083-8F50039BD6DA,National Monument,"In 1542, Juan Rodriguez Cabrillo climbed out of his boat and onto shore, becoming the first European to set foot on what is now the West Coast of the United States. Cabrillo National Monument not only tells the story of this 16th-century exploration but also houses a wealth of cultural and natural resources. Join us and embark on your own Voyage of Exploration.",32.6722503,-117.2415985,San Diego,CA,92106,Memorial Day,2026-05-25,2026-05-25
Cane River Creole,Cane River Creole National Historical Park,cari,55ABA58B-B19E-4851-BDE1-1C0712B2BE2C,National Historical Park,"The Cane River region is home to a unique culture; the Creoles. Generations of the same families of workers, enslaved and tenant, and owners lived on these lands for over 200 years. The park tells their stories and preserves the cultural landscape of Oakland and Magnolia Plantations, two of the most intact Creole cotton plantations in the United States.",31.65408447,-93.00131977,Natchitoches Parish,LA,71457,Columbus Day,2026-10-13,2026-10-13
Cane River Creole,Cane River Creole National Historical Park,cari,55ABA58B-B19E-4851-BDE1-1C0712B2BE2C,National Historical Park,"The Cane River region is home to a unique culture; the Creoles. Generations of the same families of workers, enslaved and tenant, and owners lived on these lands for over 200 years. The park tells their stories and preserves the cultural landscape of Oakland and Magnolia Plantations, two of the most intact Creole cotton plantations in the United States.",31.65408447,-93.00131977,Natchitoches Parish,LA,71457,Veterans Day,2025-11-11,2025-11-11
Cane River Creole,Cane River Creole National Historical Park,cari,55ABA58B-B19E-4851-BDE1-1C0712B2BE2C,National Historical Park,"The Cane River region is home to a unique culture; the Creoles. Generations of the same families of workers, enslaved and tenant, and owners lived on these lands for over 200 years. The park tells their stories and preserves the cultural landscape of Oakland and Magnolia Plantations, two of the most intact Creole cotton plantations in the United States.",31.65408447,-93.00131977,Natchitoches Parish,LA,71457,Thanksgiving Day,2025-11-27,2025-11-27
Cane River Creole,Cane River Creole National Historical Park,cari,55ABA58B-B19E-4851-BDE1-1C0712B2BE2C,National Historical Park,"The Cane River region is home to a unique culture; the Creoles. Generations of the same families of workers, enslaved and tenant, and owners lived on these lands for over 200 years. The park tells their stories and preserves the cultural landscape of Oakland and Magnolia Plantations, two of the most intact Creole cotton plantations in the United States.",31.65408447,-93.00131977,Natchitoches Parish,LA,71457,Thanksgiving,2025-11-27,2025-11-27
Cane River Creole,Cane River Creole National Historical Park,cari,55ABA58B-B19E-4851-BDE1-1C0712B2BE2C,National Historical Park,"The Cane River region is home to a unique culture; the Creoles. Generations of the same families of workers, enslaved and tenant, and owners lived on these lands for over 200 years. The park tells their stories and preserves the cultural landscape of Oakland and Magnolia Plantations, two of the most intact Creole cotton plantations in the United States.",31.65408447,-93.00131977,Natchitoches Parish,LA,71457,Christmas Day,2025-12-25,2025-12-25
Cane River Creole,Cane River Creole National Historical Park,cari,55ABA58B-B19E-4851-BDE1-1C0712B2BE2C,National Historical Park,"The Cane River region is home to a unique culture; the Creoles. Generations of the same families of workers, enslaved and tenant, and owners lived on these lands for over 200 years. The park tells their stories and preserves the cultural landscape of Oakland and Magnolia Plantations, two of the most intact Creole cotton plantations in the United States.",31.65408447,-93.00131977,Natchitoches Parish,LA,71457,Christmas,2025-12-25,2025-12-25
Cane River Creole,Cane River Creole National Historical Park,cari,55ABA58B-B19E-4851-BDE1-1C0712B2BE2C,National Historical Park,"The Cane River region is home to a unique culture; the Creoles. Generations of the same families of workers, enslaved and tenant, and owners lived on these lands for over 200 years. The park tells their stories and preserves the cultural landscape of Oakland and Magnolia Plantations, two of the most intact Creole cotton plantations in the United States.",31.65408447,-93.00131977,Natchitoches Parish,LA,71457,New Years Day,2026-01-01,2026-01-01
Cane River Creole,Cane River Creole National Historical Park,cari,55ABA58B-B19E-4851-BDE1-1C0712B2BE2C,National Historical Park,"The Cane River region is home to a unique culture; the Creoles. Generations of the same families of workers, enslaved and tenant, and owners lived on these lands for over 200 years. The park tells their stories and preserves the cultural landscape of Oakland and Magnolia Plantations, two of the most intact Creole cotton plantations in the United States.",31.65408447,-93.00131977,Natchitoches Parish,LA,71457,"Birthday of Martin Luther King, Jr.",2026-01-19,2026-01-19
